Date,PX_LAST,PX_VOLUME,CUR_MKT_CAP,BETA_ADJ_OVERRIDABLE,PE_RATIO,REVENUE,NET_INCOME,CF_FREE_CASH_FLOW,IS_RD_EXPEND,CAPEX,PX_TO_BOOK_RATIO,EQY_SH_OUT,IS_DILUTED_EPS,BEST_EPS,BS_TOT_ASSET,BS_TOT_LIAB2,BS_TOT_EQY,BS_INVENTORIES,INVTRY_FINISHED_GOODS,company_sheet,BS_RAW_MATS_AND_WORK_IN_PROC,sheet_name,Stream,Year,Quarter,AEXJPUS
1999-03-31,11.674,244067085.0,5853.4897,1.9927,,,,,,,,414.65099,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),1999,1999Q1,
1999-06-30,15.464,212510697.0,7753.9734,1.9569,,,,,,,,414.65099,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),1999,1999Q2,
1999-09-30,17.531,169608759.0,8790.6009,1.8841,,,,,,,,414.65099,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),1999,1999Q3,
1999-12-31,30.404,192025833.0,15245.3346,1.8661,,,,,,,,414.65099,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),1999,1999Q4,
2000-03-31,32.168,207317121.0,16242.5402,2.0283,,,,,,,,417.54602,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2000,2000Q1,107.804
2000-06-30,37.229,212189972.0,18835.6753,2.107,,,,,,,,418.38461,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2000,2000Q2,107.804
2000-09-30,31.093,253555473.0,15732.2161,2.0628,,,,,,,,418.41,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2000,2000Q3,107.804
2000-12-31,20.004,445278966.0,10133.4374,2.3831,,,,,,,,418.91019,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2000,2000Q4,107.804
2001-03-31,20.839,521988487.0,10557.9864,2.0489,,,,,,,,418.96771,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2001,2001Q1,121.568
2001-06-30,21.906,441832635.0,12354.6893,1.9841,,,,,,,,466.39069,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2001,2001Q2,121.568
2001-09-30,10.105,428142673.0,5702.7684,2.0912,,,,,,,,466.67499,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2001,2001Q3,121.568
2001-12-31,16.142,330076782.0,9112.7888,2.2007,,,,,,,,466.84369,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2001,2001Q4,121.568
2002-03-31,23.899,311187399.0,13495.6756,2.3779,,,,,,,,466.97839,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2002,2002Q1,125.2204
2002-06-30,13.256,343547681.0,7725.7546,2.3908,,,,,,,,481.95599,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2002,2002Q2,125.2204
2002-09-30,5.144,435149773.0,2997.7663,2.2431,,,,,,,,481.95599,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2002,2002Q3,125.2204
2002-12-31,6.582,428009246.0,3836.3697,2.1911,,,,,,,,481.95599,,,,,,,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2002,2002Q4,125.2204
2003-03-31,4.92,365508546.0,2868.9769,2.1503,,318.042,-81.9,21.442,80.345,25.428,2.3268,482.181,-0.17,,3242.0271,2009.013,,778.547,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2003,2003Q1,115.9387
2003-06-30,6.839,365229410.0,3987.6369,1.8964,,329.118,-63.523,201.392,77.618,11.687,3.3959,482.181,-0.13,,3413.4951,2239.246,,733.738,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2003,2003Q2,115.9387
2003-09-28,9.601,528978930.0,5598.1331,1.8964,,370.067,-30.501,-35.41,66.469,19.168,4.8957,482.18201,-0.06,,3170.094,2026.6039,,675.582,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2003,2003Q3,115.9387
2003-12-31,13.0,478230255.0,7581.4574,1.845,,525.51,15.708,260.106,81.407,18.256,6.6466,482.28101,0.03,,2868.282,1727.075,,595.017,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2003,2003Q4,115.9387
2004-03-28,12.28,512406171.0,7165.333,1.845,,453.485,20.553,96.86,74.663,12.01,6.083,482.51401,0.04,,3013.75,1834.961,,599.11,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2004,2004Q1,108.1508
2004-06-30,11.503,471704135.0,6711.7698,1.5369,78.5876,616.258,65.358,73.035,73.732,20.543,5.4167,482.51401,0.13,,3124.1709,1883.754,,591.146,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2004,2004Q2,108.1508
2004-09-26,9.262,627423906.0,5416.1283,1.5369,38.6207,610.472,40.912,67.161,123.293,28.854,4.2041,483.58289,0.08,,3275.3279,1987.041,,685.969,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2004,2004Q3,108.1508
2004-12-31,9.766,494616846.0,5711.5615,1.6138,24.6042,785.162,108.637,-76.618,81.232,28.607,4.1048,483.62079,0.21,,3243.7661,1852.164,,717.688,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2004,2004Q4,108.1508
2005-03-27,10.85,393777891.0,6345.8359,1.6138,20.1846,684.68,100.262,81.106,79.499,22.756,4.28,483.67651,0.2,,3347.8679,1865.207,,728.378,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2005,2005Q1,110.1069
2005-06-26,11.147,340343414.0,6522.7979,2.3679,18.2162,763.265,111.815,206.748,82.176,18.053,4.1011,483.88708,0.22,,3453.408,1862.898,,695.33,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2005,2005Q2,110.1069
2005-09-25,10.998,301356135.0,6436.7998,2.9047,17.5,533.153,47.766,164.098,79.943,9.217,3.9326,483.96991,0.1,,3527.334,1890.567,,653.098,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2005,2005Q3,110.1069
2005-12-31,13.975,356188479.0,8179.0915,2.4129,26.0,547.869,51.621,185.505,82.256,24.012,4.7849,483.96991,0.11,,3756.0229,2044.1861,,777.2,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2005,2005Q4,110.1069
2006-03-31,13.934,388508804.0,8166.6928,2.2589,27.623,629.39,80.034,-235.955,87.011,16.919,4.5361,484.6702,0.16,,3808.7749,2008.381,,940.423,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2006,2006Q1,116.3121
2006-07-02,13.099,373113149.0,7677.1759,1.7175,22.0,941.755,167.112,315.984,92.32,14.021,4.6319,484.6702,0.33,,3935.191,2277.742,,916.2,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2006,2006Q3,116.3121
2006-10-01,15.249,330291115.0,8945.7528,1.3339,18.6263,958.433,172.018,-14.422,100.321,16.615,5.1368,485.12759,0.35,,3854.499,2113.007,,837.216,,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2006,2006Q4,116.3121
2006-12-31,15.58,311045779.0,9141.0458,1.3155,14.2727,1067.526,205.525,341.281,106.915,23.064,4.1682,485.19351,0.43,,3951.035,1794.58,,808.481,279.915,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2006,2006Q4,116.3121
2007-03-31,15.29,359141322.0,8780.1611,1.3303,12.5782,948.671,152.675,135.979,116.442,35.789,4.6433,474.85999,0.31,,4067.752,2176.809,,1102.21,279.915,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2007,2007Q1,117.7623
2007-07-02,17.143,336526349.0,9843.8475,1.3299,14.102,935.214,160.508,220.605,120.31,39.723,4.2289,474.85999,0.33,,4904.7559,2577.014,,972.943,279.915,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2007,2007Q3,117.7623
2007-09-30,19.226,382541947.0,11280.7492,1.0688,16.0345,940.337,167.985,119.534,120.077,49.676,5.4411,485.19351,0.35,,5127.853,3284.9699,,1021.182,279.915,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2007,2007Q3,117.7623
2007-12-31,17.912,315923150.0,9341.5922,1.1211,14.5369,984.457,206.675,13.496,129.312,53.964,4.9463,431.28311,0.45,,4067.752,2160.135,,1102.21,378.572,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2007,2007Q4,117.7623
2008-03-31,12.884,432049981.0,6719.3909,1.4108,10.3179,919.208,145.123,207.65,128.259,55.032,3.4315,431.28311,0.33,,4404.405,2446.251,,1152.01,378.572,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2008,2008Q1,103.3906
2008-06-29,12.904,338383573.0,6628.8214,1.4108,9.4877,844.157,191.977,64.536,130.241,65.441,3.3152,431.28311,0.44,,4145.003,2084.428,,1130.239,378.572,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2008,2008Q2,103.3906
2008-09-28,10.755,396106015.0,5693.4418,1.3979,8.8958,696.493,73.294,-47.383,130.157,68.237,2.6049,444.45291,0.17,,4216.4941,2093.646,,1134.0389,378.572,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2008,2008Q3,103.3906
2008-12-31,10.704,371309153.0,5503.818,0.823,16.7763,493.82,-88.024,-203.827,127.471,71.06,2.77,431.672,-0.2,,3939.394,1950.625,,999.15,392.91,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2008,2008Q4,103.3906
2009-03-29,10.965,222723334.0,5642.8797,0.823,87.0667,183.625,-117.191,38.338,118.315,43.903,3.142,432.07349,-0.27,,3744.947,1948.996,1795.951,936.77,392.91,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2009,2009Q1,93.6827
2009-06-28,13.028,197375198.0,6602.0829,0.7661,87.0667,276.6,-103.953,27.699,117.89,43.336,3.9037,432.07349,-0.24,,3545.061,1853.821,1691.24,926.08,392.91,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2009,2009Q2,93.6827
2009-09-27,16.894,188761646.0,8569.0762,0.7309,87.0667,555.272,19.739,-78.912,115.166,13.511,5.0221,432.45401,0.05,,3567.658,1861.387,1706.271,882.369,392.91,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2009,2009Q3,93.6827
2009-12-31,20.463,185714389.0,10378.8962,0.8969,87.0667,580.566,50.48,7.11,115.39,4.209,5.0748,432.45401,0.11,,4114.53,2063.723,2050.807,986.341,202.544,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2009,2009Q4,93.6827
2010-03-31,22.731,187495522.0,11474.0881,0.8117,155.6471,741.8,107.3,33.9,120.3,7.2,6.3358,433.63901,0.25,,4394.8,2583.8,1811.0,1155.5,202.544,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2010,2010Q1,87.7817
2010-06-27,20.42,173934112.0,10307.5992,0.8117,24.7604,1068.7,239.2,175.0,125.3,18.0,4.977,433.63901,0.54,,4866.7,2787.4,2079.3,1309.3,202.544,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2010,2010Q2,87.7817
2010-09-30,18.822,197047235.0,9538.9787,0.7065,14.4145,1176.0,268.5,80.801,136.8,34.6,4.1129,435.371,0.61,,5461.1,3141.8,2319.3,1449.8,202.544,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2010,2010Q3,87.7817
2010-12-31,24.827,156343095.0,12582.222,0.932,12.2979,1521.438,406.82,233.52,141.026,68.928,4.5487,435.371,0.93,,6180.358,3406.45,2773.908,1497.18,353.514,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2010,2010Q4,87.7817
2011-03-31,26.717,197222651.0,13412.9048,1.1421,10.3667,1452.2,395.0,1033.9,145.4,66.7,4.3949,431.28311,0.9,,6956.7,3904.8,3051.9,1565.6,353.514,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2011,2011Q1,79.6967
2011-06-26,21.518,172452031.0,10974.2137,1.1421,7.1358,1529.4,432.1,438.6,144.7,60.7,3.5294,444.4801,1.0,,7076.1,3966.7,3109.4,1610.4,353.514,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2011,2011Q2,79.6967
2011-09-30,22.729,223385750.0,11592.0411,1.0406,7.0678,1458.5,355.2,258.4,149.8,79.8,3.5296,444.4801,0.84,,7107.6,3823.4,3284.2,1455.8,353.514,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2011,2011Q3,79.6967
2011-12-31,28.303,139791052.0,14006.2986,1.076,9.4811,1210.935,284.66,38.642,150.37,93.698,3.9005,431.2948,0.6696,,7260.815,3816.661,3444.154,1624.627,532.556,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2011,2011Q4,79.6967
2012-04-01,32.665,105189738.0,15736.072,1.0916,11.6934,1251.9,282.0,348.4,145.3,47.2,4.3571,419.85251,0.68,,7399.3,3787.3,3612.0,1607.6,532.556,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2012,2012Q2,79.818
2012-06-30,35.337,132446500.0,16821.3908,0.9543,13.7906,1227.7,291.9,35.3,144.6,38.8,4.679,419.85251,0.71,,7217.8,3622.3,3595.5,1721.2,532.556,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2012,2012Q2,79.818
2012-09-30,36.682,143893614.0,20604.7671,1.0101,15.3173,1228.8,274.7,439.1,143.8,50.2,2.9837,495.42599,0.65,,10587.7,3682.0,6905.7,1920.0,532.556,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2012,2012Q3,79.818
2012-12-31,42.335,142298471.0,20152.9204,0.8989,17.7778,1023.1,297.7,-291.2,155.4,35.678,4.8056,419.85251,0.65,,7410.478,3343.585,4066.893,1856.97,742.979,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2012,2012Q4,79.818
2013-03-31,46.278,97681672.0,21531.4795,0.9096,23.2168,892.1,96.2,-83.6,184.8,27.3,5.1608,410.35791,0.23,,7613.5,3441.4,4172.1,2005.8,742.979,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2013,2013Q1,97.5971
2013-06-30,53.958,96240104.0,27085.3039,0.7129,29.285,1186.7,220.8,430.8,200.0,50.5,4.1682,446.80475,0.51,,10377.8,3879.8,6498.0,2359.0,742.979,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2013,2013Q2,97.5971
2013-09-29,64.586,67930191.0,32420.4072,0.7129,39.0108,1318.2,193.1,52.1,244.1,55.3,4.9099,446.80826,0.43,,11067.2,4464.1,6603.1,2479.7,742.979,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2013,2013Q3,97.5971
2013-12-31,60.563,80532239.0,30401.6395,0.258,29.7118,1848.3,481.1,444.1,253.1,77.7,4.3331,446.8201,1.08,,11513.73,4591.303,6922.427,2393.022,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2013,2013Q4,97.5971
2014-03-30,59.771,100063973.0,30004.1274,0.258,25.6298,1396.5,249.1,127.9,279.1,75.5,4.2518,446.82245,0.56,,11758.3,4701.4,7056.9,2547.7,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2014,2014Q1,105.7398
2014-06-29,60.799,86144160.0,30214.2268,0.4162,22.4651,1643.6,398.7,127.7,266.9,70.7,4.2673,446.82382,0.9,,11888.5,4808.1,7080.4,2615.5,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2014,2014Q2,105.7398
2014-09-30,70.869,86503062.0,35218.6537,0.2739,25.1821,1322.2,244.0,130.0,260.1,84.2,4.7093,446.82382,0.56,,12096.6,4772.5,7324.1,2676.8,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2014,2014Q3,105.7398
2014-12-31,80.471,93450661.0,39161.9585,0.1893,32.6642,1493.7,305.2,130.0,260.1,84.2,4.7093,437.56378,0.705,,12096.6,4772.5,7324.1,2676.8,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2014,2014Q4,105.7398
2015-03-30,85.497,86596613.0,41675.2732,0.1893,30.6742,1649.9,402.7,251.6,261.4,85.6,5.1739,438.27188,0.93,,13091.1,5014.3,8076.8,2607.5,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2015,2015Q1,121.0491
2015-06-28,89.405,90942284.0,42787.2439,0.3522,32.3738,1654.1,369.7,204.6,267.4,79.2,5.357,433.33243,0.85,,12675.3,4712.7,7962.6,2592.1,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2015,2015Q2,121.0491
2015-09-28,67.113,117352640.0,32118.5996,0.3181,22.8765,1549.2,322.4,333.3,266.3,86.5,3.9434,433.33243,0.75,,12705.6,4560.7,8144.9,2537.0,666.648,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2015,2015Q3,121.0491
2015-12-31,74.746,84908414.0,35771.6045,0.8646,25.6366,1434.2,292.4,864.2,273.0,120.5,4.2116,433.33258,0.68,,13295.031,4906.2,8388.831,2573.73,1038.61,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2015,2015Q4,121.0491
2016-04-03,79.599,89020393.0,38094.2672,0.8393,31.9243,1333.2,198.0,-61.0,274.7,55.2,4.5878,433.33258,0.4614,,13143.6,4840.2,8303.4,2750.0,1038.61,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2016,2016Q2,108.6569
2016-07-03,80.762,79388996.0,38172.3477,0.8545,32.342,1739.6,353.8,382.2,270.3,98.9,4.6842,433.3335,0.83,,13303.5,5154.3,8149.2,2715.3,1038.61,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2016,2016Q3,108.6569
2016-10-02,89.563,65185591.0,42332.3492,0.8586,33.6433,1814.6,395.9,-69.0,273.4,66.3,4.9725,433.3335,0.93,,14802.2,6289.0,8513.2,2696.9,1038.61,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2016,2016Q4,108.6569
2016-12-31,97.778,66943912.0,46840.6292,0.8873,29.2045,1987.7,610.1,1097.4,287.4,95.9,4.6691,439.19952,1.4208,,17205.961,7385.48,9820.481,2780.878,1073.404,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2016,2016Q4,108.6569
2017-04-02,114.051,64269112.0,54636.4208,1.3386,29.3525,1943.6,452.1,-207.0,315.1,38.6,5.2216,439.19952,1.05,,17324.8,7081.8,10243.0,2995.7,1073.404,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2017,2017Q2,112.0986
2017-07-02,105.643,64556655.0,50112.6726,1.4063,25.4226,2101.4,466.3,474.0,312.7,56.3,4.907,439.19958,1.08,,17272.1,7239.5,10032.6,3136.9,1073.404,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2017,2017Q3,112.0986
2017-10-01,133.373,67196762.0,62152.4888,1.7145,29.6513,2447.4,557.1,304.3,314.5,95.7,6.0069,431.46469,1.29,,17496.4,7149.6,10346.8,2998.5,1073.404,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2017,2017Q4,112.0986
2017-12-31,134.391,78257436.0,62627.1019,1.8635,29.4422,2560.4,643.0,908.1,317.4,148.3,5.7567,431.46471,1.49,,18188.9,7412.5,10776.4,2955.6,1048.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2017,2017Q4,112.0986
2018-04-01,148.279,98072208.0,69099.0725,1.5225,31.1576,2285.0,539.7,61.8,357.1,129.2,6.2467,431.46471,1.26,,18644.2,7582.5,11061.7,3231.5,1048.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2018,2018Q2,110.3974
2018-07-01,158.502,79885989.0,73219.5682,1.4317,31.2523,2740.4,584.0,628.9,380.1,125.6,6.7657,431.46475,1.37,,18738.8,7916.6,10822.2,3217.5,1048.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2018,2018Q3,110.3974
2018-09-30,150.283,80465958.0,69422.797,1.5859,28.0803,2776.1,680.4,357.6,396.3,129.1,6.224,431.46549,1.6,,19457.6,8303.6,11154.0,3402.7,1048.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2018,2018Q3,110.3974
2018-12-31,128.109,109490871.0,59179.8446,1.5671,22.4852,3142.5,787.5,1456.3,442.4,190.1,4.9616,431.46577,1.86,,20136.9,8495.9,11641.0,3439.5,1105.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2018,2018Q4,110.3974
2019-03-31,156.167,81498316.0,71170.2542,1.4555,29.4366,2229.1,355.4,-627.8,472.7,147.0,5.8841,425.65942,0.84,,20360.6,8394.9,11965.7,3764.8,1105.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2019,2019Q1,109.0188
2019-06-30,173.582,69241291.0,78210.6609,1.4123,33.7757,2567.9,476.0,-28.8,487.4,128.3,6.7742,425.65942,1.13,,20033.9,8488.6,11545.3,3914.1,1105.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2019,2019Q2,109.0188
2019-09-29,212.987,63764230.0,95964.9151,1.4123,42.2983,2986.5,626.8,-116.4,492.3,185.8,7.95,425.65942,1.49,,20699.2,8628.1,12071.1,3895.0,1105.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2019,2019Q3,109.0188
2019-12-31,250.218,59414215.0,112246.451,1.469,42.8113,4036.5,1134.1,3282.8,516.1,305.5,8.7915,425.65966,2.6977,,22629.6,10037.4,12592.2,3809.2,771.3,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2019,2019Q4,109.0188
2020-03-29,217.766,106113819.0,97688.9021,1.469,36.7224,2440.6,390.6,-837.3,544.0,231.5,7.7994,425.6597,0.93,,23277.6,10752.4,12525.2,4345.3,771.3,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2020,2020Q1,106.7754
2020-06-28,308.982,75014739.0,137913.7441,1.1235,46.8913,3325.7,751.0,131.4,566.9,225.1,10.8595,425.6597,1.79,,24306.1,11606.3,12699.8,4685.6,771.3,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2020,2020Q2,106.7754
2020-09-27,292.96,55676512.0,130762.7154,1.2015,38.5949,3958.0,1061.5,-21.4,534.0,212.5,9.5152,425.65988,2.53,,25463.4,11720.9,13742.5,4613.7,771.3,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2020,2020Q3,106.7754
2020-12-31,380.586,56675736.0,166771.2256,1.1141,46.794,4254.2,1350.6,4392.9,555.9,292.9,11.9423,419.49749,3.2272,,27267.4,13402.0,13865.4,4569.4,1164.2,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2020,2020Q4,106.7754
2021-04-04,506.714,61618393.0,222040.0204,1.164,49.1196,4363.9,1331.4,-1131.1,623.4,189.4,16.2919,419.49749,3.2,,27218.7,13589.8,13628.9,4748.1,1164.2,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2021,2021Q2,109.8429
2021-07-04,555.886,45449781.0,242889.5111,1.1669,50.3227,4020.2,1038.2,3327.8,633.8,241.1,20.0846,419.49829,2.52,,27815.5,15722.2,12093.3,5086.3,1164.2,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2021,2021Q3,109.8429
2021-10-03,607.25,47453994.0,261431.2225,1.1596,47.7873,5241.3,1740.2,1604.6,609.2,197.0,23.0676,413.33,4.26,,27298.0,15795.6,11502.4,4944.2,1164.2,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2021,2021Q4,109.8429
2021-12-31,680.245,49634907.0,287256.0768,1.1619,49.1304,4985.6,1773.4,6143.8,680.6,273.2,28.0574,406.47528,4.3788,,30231.0,20090.4,10140.6,5179.2,1179.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2021,2021Q4,109.8429
2022-04-03,583.989,63113892.0,246608.5499,1.6437,47.0158,3534.4,695.3,-826.2,738.7,240.1,27.9906,406.47528,1.73,5.76,30231.8,21421.4,8810.4,6073.5,1179.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2022,2022Q2,131.4589
2022-07-03,417.993,48265578.0,175292.4628,1.7563,30.9713,5430.5,1410.9,2321.4,789.1,231.5,22.9182,406.47528,3.54,6.62,31912.6,24264.0,7648.6,6367.1,1179.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2022,2022Q3,131.4589
2022-10-02,421.283,48576371.0,176247.6797,1.753,31.0954,5778.3,1701.5,812.9,819.4,356.6,22.1553,406.47528,4.29,6.59,32803.5,24848.4,7955.1,6884.0,1179.0,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2022,2022Q4,131.4589
2022-12-31,490.912,51670581.0,203100.2483,1.8289,35.6638,6430.2,1816.5,4896.9,819.4,453.6,22.5626,403.13666,4.5664,7.073,36300.4,27489.6,8810.8,7199.7,2303.8,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2022,2022Q4,131.4589
2023-04-02,610.514,46276323.0,252042.0201,1.8138,36.0214,6746.2,1955.8,201.6,947.9,532.0,25.7546,403.13823,4.95,7.052,35147.6,25361.3,9786.3,7392.0,2303.8,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2023,2023Q2,140.5001
2023-07-02,649.371,37963940.0,267280.6452,1.8033,35.3669,6902.3,1941.7,-153.1,999.9,537.8,25.2035,403.13823,4.93,6.927,36928.5,26323.6,10604.9,7734.4,2303.8,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2023,2023Q3,140.5001
2023-10-01,548.827,36640021.0,225394.5833,1.8643,29.0195,6673.0,1893.4,626.3,991.4,501.8,18.7909,403.13823,4.81,7.118,37513.5,25518.6,11994.9,8378.5,2303.8,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2023,2023Q4,140.5001
2023-12-31,670.895,34300811.0,274819.4425,1.8963,34.2639,7237.0,2048.1,2613.0,1041.4,584.0,19.9366,403.13839,5.189,6.703,39957.5,26505.1,13452.4,8850.7,2098.5,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2023,2023Q4,140.5001
2024-03-31,879.616,35891968.0,356509.3605,2.048,49.4415,5290.0,1223.8,-669.2,1031.9,417.3,25.8451,399.58458,3.11,7.3,39042.6,25248.5,13794.1,9864.5,2098.5,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2024,2024Q1,151.4551
2024-06-30,952.601,30713990.0,385279.4501,1.994,56.3017,6242.8,1577.9,392.4,1100.6,531.0,26.1895,399.58458,4.01,7.919,40741.0,26029.8,14711.2,10972.3,2098.5,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2024,2024Q2,151.4551
2024-09-29,749.578,43148629.0,302605.488,1.994,43.0392,7467.3,2076.5,535.0,1055.2,414.9,18.7353,399.58469,5.28,7.624,41766.1,25614.5,16151.6,11414.5,2098.5,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2024,2024Q3,151.4551
2024-12-31,673.341,47263716.0,271198.1311,2.2518,35.2636,9262.8,2693.4,8840.8,1055.2,704.0,14.4463,399.58469,6.843,6.002,48589.6,30112.8,18476.8,10891.5,2019.5,ASML NA Equity,,ASML NA Equity,Upstream (Equipment & Materials),2024,2024Q4,151.4551
