Date,PX_LAST,PX_VOLUME,CUR_MKT_CAP,BETA_ADJ_OVERRIDABLE,PE_RATIO,REVENUE,NET_INCOME,CF_FREE_CASH_FLOW,IS_RD_EXPEND,CAPEX,PX_TO_BOOK_RATIO,EQY_SH_OUT,IS_DILUTED_EPS,BEST_EPS,BS_TOT_ASSET,BS_TOT_LIAB2,BS_TOT_EQY,BS_INVENTORIES,INVTRY_FINISHED_GOODS,company_sheet,BS_RAW_MATS_AND_WORK_IN_PROC,sheet_name,Stream,Year,Quarter,AEXJPUS
2011-01-31,988.2,142638700.0,4045.9314864981857,0.2659,15.6367,802.0407369439387,-397.7329048756096,55.03364631157877,22.35977148363734,25.13278466987968,1.6418,257.75171,-122.9809,,561777.0,345634.0,216143.0,71081.0,19726.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2011,2011Q1,79.6967
2011-04-30,1222.8,173094200.0,5006.476372296468,0.3644,15.6367,824.2750327177913,-24.85673810835329,27.90579785612202,15.006894890252669,35.76057728864557,2.0473,257.75171,-7.69,,547671.0,332733.0,214938.0,71792.0,19048.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2011,2011Q2,79.6967
2011-07-31,962.1,84718700.0,3939.204276965043,0.8674,15.6367,868.8565524043028,7.754398864695777,27.49172801383244,16.575341262561686,10.050604353756178,1.6145,257.75171,2.4,,542046.0,328706.0,213340.0,73952.0,18992.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2011,2011Q3,79.6967
2011-10-31,637.4,174585400.0,2609.9653963087553,1.4326,15.6367,781.8015049556631,-9.385583091897153,44.0796168473726,19.53656801348111,59.98993684807526,1.089,257.75171,-2.9,,523568.0,315360.0,208208.0,79209.0,20030.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2011,2011Q4,79.6967
2012-01-31,515.8,176529500.0,2108.695607507079,1.5118,15.6367,625.5606504798417,-1030.582074218848,-78.57876669422937,21.636723546067305,110.6016186825027,1.5384,257.75171,-319.1465,,436420.0,309647.0,126773.0,77152.0,15530.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2012,2012Q1,79.818
2012-04-30,677.7,290557100.0,2770.6903994086547,2.3053,15.6367,660.9411410959934,26.823523515998897,-78.57876669422937,15.347415369966674,110.6016186825027,1.9426,257.75171,8.31,,439660.0,306993.0,132667.0,88753.0,13739.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2012,2012Q2,79.818
2012-07-31,474.7,215429500.0,1940.774976822271,2.5356,15.6367,700.4309804805933,35.568418151294196,-78.57876669422937,10.674283996091107,110.6016186825027,1.3362,257.75171,8.12,,474075.0,294675.0,179400.0,95450.0,14291.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2012,2012Q3,79.818
2012-10-31,431.3,175723000.0,1763.1666178055075,2.5756,15.6367,646.2577363501968,-60.3873812924403,-78.57876669422937,18.25402791350322,110.6016186825027,1.2781,257.75171,-20.21,,462109.0,288033.0,174076.0,103254.0,14452.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2012,2012Q4,79.818
2013-01-31,751.3,218115300.0,2506.2872954216878,2.8934,106.3901,475.8952878722831,33.46410907701151,-64.26420457165223,11.752398380689591,90.45350732757429,2.1504,257.75171,11.16,,493334.0,313009.0,180325.0,113057.0,17030.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2013,2013Q1,97.5971
2014-03-31,631.7,660866600.0,1942.770237885829,1.9961,76.4142,481.66347959803215,26.555752895314725,-59.315413874435166,9.844921212258772,83.48795817658062,1.6686,257.75174,9.17,,494046.0,299620.0,194426.0,144265.0,13487.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2014,2014Q1,105.7398
2014-06-30,735.5,160500900.0,2262.096337424508,1.8557,48.4848,549.3768666103019,47.427742439459884,-59.315413874435166,13.107647262430985,83.48795817658062,1.8702,257.75174,16.372,,487559.0,288065.0,199494.0,141926.0,14823.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2014,2014Q2,105.7398
2014-09-30,1049.4,195661500.0,3227.387446354164,1.2888,23.0783,552.611221129603,46.60496804419906,-59.315413874435166,12.275415690213146,83.48795817658062,2.5082,257.75174,16.091,,502892.0,292672.0,210220.0,145536.0,15161.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2014,2014Q3,105.7398
2014-12-31,1389.3,211939600.0,4263.369066330747,1.2705,29.7247,547.2300874410581,33.45949207393999,-59.315413874435166,13.646706348981178,83.48795817658062,3.2199,257.75174,11.55,,510570.0,293845.0,216725.0,150803.0,15204.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2014,2014Q4,105.7398
2015-03-31,1603.8,179248600.0,4299.088238574264,1.5985,29.7261,499.0949953366031,42.52819723566718,-51.81368552099933,11.235110380828937,72.92908414849842,3.5505,257.75174,18.1,,516272.0,291343.0,224929.0,153626.0,15470.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2015,2015Q1,121.0491
2015-06-30,1225.3,241360000.0,3714.2510989342345,1.5613,21.9157,517.6329274649709,47.6253024599109,-51.81368552099933,11.408593702885854,72.92908414849842,2.1539,293.28555,19.09,,500162.0,257634.0,242528.0,157683.0,16223.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2015,2015Q2,121.0491
2015-09-30,852.0,246371100.0,2582.7734324336157,1.7637,15.5985,486.7033294753947,39.752464082756504,-51.81368552099933,13.349954687808502,72.92908414849842,1.5074,293.28555,15.711,,490818.0,251468.0,239350.0,160091.0,16947.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2015,2015Q3,121.0491
2015-12-31,746.7,279251700.0,2238.7266902438764,1.4692,13.3103,453.01452055405616,33.22618672918675,-51.81368552099933,11.929043669056606,72.92908414849842,1.2802,293.28555,13.276,,489842.0,245302.0,244540.0,163611.0,16158.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2015,2015Q4,121.0491
2016-03-31,572.2,363120100.0,1911.0260968240398,1.4737,12.6677,476.5366948624524,14.504371098383997,-57.722979396614484,12.028688468012616,81.24656602571949,1.0025,293.28555,5.37,,493587.0,254635.0,238952.0,172828.0,15620.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2016,2016Q1,108.6569
2016-06-30,527.0,334409400.0,1746.375543568793,1.3876,17.0353,473.37996942670003,6.727598523425572,-57.722979396614484,12.967423145699906,81.24656602571949,0.935,293.28555,2.49,,475339.0,244126.0,231213.0,170249.0,14646.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2016,2016Q2,108.6569
2016-09-30,668.7,387278500.0,2216.0344994197335,1.3297,32.3483,480.4204795093547,10.270861767637399,-57.722979396614484,12.626901743009418,81.24656602571949,1.1885,293.28555,3.81,,474658.0,243092.0,231566.0,171691.0,13561.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2016,2016Q3,108.6569
2016-12-31,1233.8,418017300.0,4075.7759976586854,1.912,67.2306,514.8775641491704,29.128384851767354,-57.722979396614484,14.1914595391549,81.24656602571949,2.1105,293.28555,10.79,,493243.0,250407.0,242836.0,178371.0,13272.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2016,2016Q4,108.6569
2017-03-31,1514.9,412477500.0,4850.653042946121,1.9584,63.0398,536.9826206571714,32.230554172844265,-55.95074336343183,11.525567669890613,78.75209859891203,2.543,293.28555,12.32,,495942.0,247477.0,248465.0,178203.0,12384.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2017,2017Q1,112.0986
2017-06-30,1337.3,456366400.0,4256.748921931228,1.9771,34.2887,569.1328883679189,53.71164314273327,-55.95074336343183,11.85563423628841,78.75209859891203,2.16,293.28555,20.53,,499484.0,243553.0,255931.0,178042.0,11549.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2017,2017Q2,112.0986
2017-09-30,1454.8,461380800.0,4630.882134121211,1.9227,26.2378,592.4338038120012,62.329056741118976,-55.95074336343183,12.36411516290123,78.75209859891203,2.2719,293.28554,23.82,,513521.0,247148.0,266373.0,178844.0,12779.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2017,2017Q3,112.0986
2017-12-31,2388.6,784781400.0,7555.925199779479,2.5477,31.3538,626.4306601509742,92.73086372175923,-55.95074336343183,13.042089731718326,78.75209859891203,3.5111,293.28554,35.44,,530906.0,249283.0,281623.0,182612.0,13287.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2017,2017Q4,112.0986
2018-03-31,2307.6,440959700.0,7412.010190457383,2.7041,22.6241,700.0980095545729,115.6367813010089,-56.81293218862038,12.08361791129139,79.9656513649778,3.3667,293.28554,43.53,,527679.0,243297.0,284382.0,181002.0,12949.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2018,2018Q1,110.3974
2018-06-30,1875.5,430961800.0,5942.891324433364,3.2164,14.409,740.3616389516419,139.36016609086806,-56.81293218862038,13.433287378144774,79.9656513649778,2.5008,293.28554,52.46,,545779.0,241596.0,304183.0,180591.0,13408.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2018,2018Q2,110.3974
2018-09-30,1381.7,482084000.0,4378.133618183037,3.1299,9.1095,755.7514941475071,131.45237116091502,-56.81293218862038,13.061901820151562,79.9656513649778,1.7826,293.28554,49.48,,563380.0,253373.0,310007.0,184124.0,15208.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2018,2018Q3,110.3974
2018-12-31,1056.7,771375700.0,3259.6905035807,1.388,6.143,748.2332011442298,144.17912016043854,-56.81293218862038,12.699574446499645,79.9656513649778,1.2627,293.28554,54.27,,588250.0,262705.0,325545.0,187519.0,15562.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2018,2018Q4,110.3974
2019-03-31,1060.2,753327900.0,3311.6719180545006,1.3323,6.1247,753.108638143146,120.46546100305636,-57.53136156332669,11.190730406131786,80.9768590371569,1.2463,293.28554,44.78,,592892.0,260471.0,332421.0,188579.0,16914.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2019,2019Q1,109.0188
2019-06-30,1127.1,667025100.0,3448.8735979482435,1.4561,7.0401,682.3043364997596,90.31469801538817,-57.53136156332669,11.04396672867432,80.9768590371569,1.2666,293.28554,33.57,,581941.0,249028.0,332913.0,187907.0,17445.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2019,2019Q2,109.0188
2019-09-30,1274.8,538267900.0,3900.832073000253,0.6971,9.6544,660.6566940747834,47.267076871145164,-57.53136156332669,12.529948962931165,80.9768590371569,1.4432,293.28554,17.57,,568940.0,237488.0,331452.0,185774.0,19348.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2019,2019Q3,109.0188
2019-12-31,1614.1,674721900.0,4912.358182258473,1.0781,16.1736,650.79600949561,45.680194608636306,-57.53136156332669,13.07114002355557,80.9768590371569,1.7721,293.28554,16.98,,578511.0,237362.0,341149.0,184416.0,17032.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2019,2019Q4,109.0188
2020-03-31,1231.3,716659300.0,3826.225477029353,1.1148,14.3416,676.5977931246335,79.51269674475581,-58.740121788352,9.880553011274133,82.67821988960003,1.3343,293.28554,29.01,,587557.0,244042.0,343515.0,182969.0,16880.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2020,2020Q1,106.7754
2020-06-30,1474.0,482914100.0,4496.895943260339,1.3389,17.8909,701.4537056288245,78.02358970324624,-58.740121788352,11.556969114608796,82.67821988960003,1.5358,291.18124,28.61,,592637.0,241718.0,350919.0,182468.0,17068.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2020,2020Q2,106.7754
2020-09-30,1318.5,329600000.0,4022.3902462552237,1.2381,17.1034,670.594537693139,31.730155073172284,-58.740121788352,10.021034807642959,82.67821988960003,1.3848,291.18124,11.64,,584401.0,235424.0,348977.0,179568.0,17670.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2020,2020Q3,106.7754
2020-12-31,2031.3,387519100.0,6171.30110399961,1.5398,25.8776,679.8195089880253,49.599439571287014,-58.740121788352,14.029448730700143,82.67821988960003,2.0911,291.18124,18.19,,593443.0,238440.0,355003.0,180472.0,18645.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2020,2020Q4,106.7754
2021-03-31,2267.3,409870800.0,6696.143398435402,1.5812,30.1468,691.3419073968367,67.14134459305062,-57.09973061526963,9.932367044205861,80.369327466773,2.2798,291.18124,25.35,,602197.0,237863.0,364334.0,178074.0,17090.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2021,2021Q1,109.8429
2021-06-30,2461.1,332991000.0,7198.710647661342,1.5692,31.6162,745.0549830712772,81.91699235908739,-57.09973061526963,13.528411941053996,80.369327466773,2.3866,290.17514,31.01,,609931.0,236053.0,373878.0,175872.0,16702.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2021,2021Q2,109.8429
2021-09-30,2033.0,333024800.0,5946.531254182109,1.5409,20.261,789.1725364133686,96.55608145815523,-57.09973061526963,12.499669983221493,80.369327466773,1.9321,290.17514,36.55,,619758.0,237487.0,382271.0,174640.0,17604.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2021,2021Q3,109.8429
2021-12-31,2143.1,457430800.0,7488.525899261582,1.4555,17.4491,830.3768381934563,128.73840730716324,-57.09973061526963,14.87579078848064,80.369327466773,1.7275,350.17514,41.71,,764821.0,241979.0,522842.0,174793.0,18038.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2021,2021Q4,109.8429
2022-03-31,1849.3,431629000.0,5399.444288671212,2.0824,13.2753,764.1095429826356,115.64070595448463,-47.71072936103984,11.17459525372569,67.15406868610646,1.4588,350.17514,43.42,,788165.0,251243.0,536922.0,173371.0,18230.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2022,2022Q1,131.4589
2022-06-30,1636.5,323534200.0,4685.556242293219,2.1759,10.4877,813.661151888537,122.63909100106574,-47.71072936103984,12.406919577145404,67.15406868610646,1.2068,350.17514,46.04,,850353.0,284909.0,565444.0,177468.0,19073.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2022,2022Q2,131.4589
2022-09-30,1570.5,246170700.0,4496.42918509131,2.2803,8.9015,884.2763783965939,155.71406728642944,-47.71072936103984,13.707706362977326,67.15406868610646,1.1355,350.17514,58.46,,874801.0,295701.0,579100.0,179438.0,20735.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2022,2022Q3,131.4589
2022-12-31,1676.0,321704800.0,4680.228719394427,0.9789,8.7631,893.2449609725929,140.05137727457023,-47.71072936103984,12.574272263041909,67.15406868610646,1.1531,350.17514,52.58,,892555.0,301071.0,591484.0,182363.0,20839.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2022,2022Q4,131.4589
2023-03-31,1889.7,249182400.0,4937.341328582684,1.013,7.4828,782.5474857313269,268.31297628969656,-44.64053762239315,13.26689447196123,62.83269549274342,1.2486,350.17514,107.66,,946652.0,337157.0,609495.0,200780.0,22968.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2023,2023Q1,140.5001
2023-06-30,1974.7,347015600.0,5054.481682931186,0.8419,8.0209,787.9780868483367,85.04620281409052,-44.64053762239315,13.508887182286703,62.83269549274342,1.2355,350.17514,34.14,,990905.0,357082.0,633823.0,207503.0,24475.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2023,2023Q2,140.5001
2023-09-30,1897.8,299796600.0,4857.586193177086,0.9613,8.821,713.1098127332293,66.1209493801072,-44.64053762239315,15.338067375041014,62.83269549274342,1.1954,350.17514,26.57,,1029941.0,397688.0,632253.0,217853.0,31413.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2023,2023Q3,140.5001
2023-12-31,2071.5,312642900.0,5270.069782156739,1.0604,11.585,747.9709978854107,35.20993935235633,-44.64053762239315,16.10675010195722,62.83269549274342,1.2923,350.17514,14.15,,1073087.0,437560.0,635527.0,218396.0,25578.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2023,2023Q4,140.5001
2024-03-31,2358.1,375602800.0,5565.157988076995,0.9071,26.9481,617.4371150261695,33.37622833433804,-41.411613078727626,11.95073655492618,58.287901827010124,1.4536,350.17514,14.46,,1180471.0,540393.0,640078.0,223417.0,26983.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2024,2024Q1,151.4551
2024-06-30,2283.0,306207500.0,5353.6033742013315,0.7904,30.1517,691.6835418549789,49.90918100479944,-41.411613078727626,14.169215827000874,58.287901827010124,1.3638,350.17514,21.615,,1188794.0,530439.0,658355.0,227241.0,24087.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2024,2024Q2,151.4551
2024-09-30,1520.3,431155900.0,3565.21546187616,1.3093,25.4267,649.6380775556585,24.06653853188173,-41.411613078727626,14.169215827000874,58.287901827010124,0.9321,350.17514,10.42,,1134690.0,496597.0,638093.0,226627.0,24852.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2024,2024Q3,151.4551
2024-12-31,1172.4,352345900.0,2735.181511880419,1.3171,20.8146,659.9645703578157,23.888267876090012,-41.411613078727626,14.169215827000874,58.287901827010124,0.6987,350.17514,10.34,-2.58,1172683.0,515447.0,657236.0,233268.0,25750.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2024,2024Q4,151.4551
2025-03-31,998.5,324078700.0,,1.2629,19.722,,,,,,0.6004,350.17514,8.71,4.055,1161397.0,514756.0,646641.0,233994.0,25314.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2025,2025Q1,
2025-06-30,1135.0,348164100.0,,1.459,38.3874,,,,,,0.6733,350.17514,0.097,-9.25,1161774.0,505891.0,655883.0,238303.0,24219.0,3436 JP Equity,,3436 JP Equity,Upstream (Equipment & Materials),2025,2025Q2,
1994-06-30,434.5,44463000.0,,1.8341,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1994,1994Q2,
1994-09-30,391.3,20608000.0,,1.8262,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1994,1994Q3,
1994-12-31,395.0,14170000.0,,1.7978,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1994,1994Q4,
1995-03-31,329.4,14329000.0,,1.5974,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1995,1995Q1,
1995-06-30,272.4,9347000.0,,1.5593,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1995,1995Q2,
1995-09-30,375.5,25802000.0,,1.5849,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1995,1995Q3,
1995-12-31,399.7,30566000.0,,1.449,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1995,1995Q4,
1996-03-31,455.1,29796000.0,,1.39,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1996,1996Q1,
1996-06-30,504.3,45174000.0,,1.3568,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1996,1996Q2,
1996-09-30,512.1,26703000.0,,1.3094,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1996,1996Q3,
1996-12-31,487.7,22000000.0,,1.3036,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1996,1996Q4,
1997-03-31,582.7,50324000.0,,1.1319,,,,,,,,259.47299,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1997,1997Q1,
1997-06-30,631.0,39769000.0,,0.8554,,,,,,,,259.51199,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1997,1997Q2,
1997-09-30,506.7,36877000.0,,0.8654,,,,,,,,259.51199,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1997,1997Q3,
1997-12-31,275.3,29930000.0,,1.3121,,,,,,,,259.729,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1997,1997Q4,
1998-03-31,415.5,15182000.0,,1.7375,,,,,,,,259.729,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1998,1998Q1,
1998-06-30,422.6,12449000.0,,1.7327,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1998,1998Q2,
1998-09-30,360.9,15402000.0,,1.6542,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1998,1998Q3,
1998-12-31,398.8,18842000.0,,1.6379,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1998,1998Q4,
1999-03-31,424.9,25031000.0,,1.3873,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1999,1999Q1,
1999-06-30,584.5,24997000.0,,1.6421,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1999,1999Q2,
1999-09-30,477.8,17325000.0,,1.4994,,,,,,,,259.73001,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1999,1999Q3,
1999-12-31,419.1,19436000.0,,0.8133,,,,,,,,259.741,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),1999,1999Q4,
2000-03-31,519.2,30937000.0,1891.3647257986718,0.6366,,,,,,,,259.741,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2000,2000Q1,107.804
2000-06-30,611.1,33899000.0,2192.521750584394,0.4834,,,,,,,,255.8037,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2000,2000Q2,107.804
2000-09-30,484.3,28429000.0,1729.8142378761456,0.4498,,,,,,,,255.8037,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2000,2000Q3,107.804
2000-12-31,471.0,20618000.0,1682.3570572520498,0.5065,,,,,,,,255.8037,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2000,2000Q4,107.804
2001-03-31,468.3,18139000.0,1477.1501908396947,0.5276,,,,,,,,255.8037,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2001,2001Q1,121.568
2001-06-30,626.4,49169000.0,1975.85621298368,0.1204,,,,,,,,255.80499,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2001,2001Q2,121.568
2001-09-30,495.9,28623000.0,1557.1403527244013,0.7227,,,,,,,,255.8087,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2001,2001Q3,121.568
2001-12-31,589.0,34734000.0,1849.6302299947354,1.6203,,,,,,,,255.8087,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2001,2001Q4,121.568
2002-03-31,601.1,35778000.0,1826.3865105046782,1.3441,,,,,,,,255.8175,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2002,2002Q1,125.2204
2002-06-30,681.1,50861000.0,2070.043702144379,1.3961,,,,,,,,255.88519,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2002,2002Q2,125.2204
2002-09-30,634.0,50275000.0,1920.8697728165698,1.3977,,,,,,,,255.88519,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2002,2002Q3,125.2204
2002-12-31,804.0,67974000.0,2435.826350179364,1.3612,,,,,,,,255.88519,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2002,2002Q4,125.2204
2003-03-31,805.3,42267000.0,2626.4170591873117,1.1706,,,,,,,,255.88519,,,,,,,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2003,2003Q1,115.9387
2003-06-30,987.4,51265000.0,3220.11973913801,0.7363,,557.0443691364488,63.99071233332787,-10.28129520168848,,20.390085450328492,,255.88519,29.01,,281190.0,129504.0,,44163.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2003,2003Q2,115.9387
2003-09-30,1219.4,59370000.0,3968.3175402173733,0.7855,,586.0769527345054,56.133111721970316,58.19454591089947,,30.99051481515663,2.9779,255.88519,29.01,,289868.0,132593.0,,44495.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2003,2003Q3,115.9387
2003-12-31,1624.3,62334000.0,5285.940215820947,0.8273,,605.000746083922,51.55310521853359,37.28694560142558,,21.951255275417097,2.9779,255.88519,29.01,,310355.0,148582.0,,45228.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2003,2003Q4,115.9387
2004-03-31,1515.9,53688700.0,5276.188249185397,0.5484,,669.3986544713492,-5.094738087929077,88.55228070434985,,76.20840530074673,3.5755,255.88519,29.01,,308581.0,146281.0,,44103.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2004,2004Q1,108.1508
2004-06-30,1393.6,83895700.0,4850.307583485282,0.3522,,667.2442552436042,66.09289991382403,-22.746017597650688,,33.71218705733106,3.5755,255.88519,27.95,,297209.0,127944.0,,47120.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2004,2004Q2,108.1508
2004-09-30,1214.6,85618600.0,4211.486584472792,0.6097,,687.83587361351,62.02450652237431,70.43868376378168,,48.3768959637839,2.6579,255.88519,27.95,,308503.0,135338.0,,48789.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2004,2004Q3,108.1508
2004-12-31,1531.9,62163000.0,5311.678304737459,0.9601,,745.0892642495478,63.74432736512351,38.37234676026437,,38.13194169622416,2.6579,255.88519,27.95,,331433.0,152391.0,,51770.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2004,2004Q4,108.1508
2005-03-31,1448.0,41595800.0,4915.197711496737,1.0326,19.6678,710.5185960189598,61.876231189870936,39.00754630272944,76.87075015280605,42.13178284013082,2.9467,255.88519,27.95,,325031.0,139250.0,,51872.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2005,2005Q1,110.1069
2005-06-30,1602.0,53618700.0,5438.09108511819,0.8775,21.4078,727.2205465779166,68.61513674438206,-16.2932568258665,76.87075015280605,34.97510146957185,3.1164,255.88519,29.72,,324551.0,133722.0,,56627.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2005,2005Q2,110.1069
2005-09-30,1622.5,71521500.0,5484.570496490229,0.3734,20.8562,742.4966101125361,69.65049420154413,72.06632826825567,76.87075015280605,27.509629278455755,3.0343,255.88519,29.72,,343036.0,141700.0,,58547.0,,4185 JP Equity,,4185 JP Equity,Upstream (Equipment & Materials),2005,2005Q3,110.1069
